customer_id,segment,total_txn_count,avg_txn_amount,avg_balance,credit_score,has_loan,months_active,fail_rate
CUST000092,Regular,6,2403.2183333333337,209144.91333333333,603,1,6,0.0
CUST000093,Active,7,101554.74142857142,36477.16857142857,775,0,7,0.14285714285714285
CUST000094,Active,7,6870.528571428571,65682.99571428572,570,0,7,0.0
CUST000095,Premium,8,84364.47750000001,146258.23124999998,491,1,8,0.0
CUST000096,Regular,6,4196.541666666667,61783.17999999999,369,0,5,0.16666666666666666
CUST000097,Regular,6,2300.5983333333334,140326.86666666667,625,0,6,0.16666666666666666
CUST000098,Active,8,27526.44125,86161.585,651,0,7,0.0
CUST000099,Active,9,44953.46,47314.863333333335,508,1,8,0.2222222222222222
CUST000100,Premium,8,27103.0075,167755.85125,359,0,6,0.0
CUST000101,Regular,8,8174.4487500000005,37662.512500000004,884,0,8,0.125
CUST000102,Regular,6,3217.633333333333,80556.00833333335,693,0,5,0.0
CUST000103,Regular,2,915.725,127315.815,697,0,2,0.0
CUST000104,Regular,4,1976.3125,57215.9525,480,1,4,0.0
CUST000105,Active,8,49744.95875,52420.899999999994,572,0,8,0.0
CUST000106,Regular,8,3721.2825,81756.76875,444,1,7,0.0
CUST000107,Active,4,14200.525000000001,130950.54500000001,882,0,4,0.0
CUST000108,Active,10,27652.722999999998,43024.682,651,0,10,0.0
CUST000109,Active,9,4755.182222222222,62467.04,859,0,8,0.0
CUST000110,Active,13,85823.6523076923,43952.807692307695,625,1,11,0.15384615384615385
CUST000111,Regular,5,1486.5880000000002,185522.418,655,0,5,0.0
CUST000112,Premium,8,176597.245,292414.54125,308,0,8,0.0
CUST000113,Active,7,25003.664285714283,74878.69,702,0,7,0.14285714285714285
CUST000114,Active,8,24546.87875,61014.795,771,0,8,0.0
CUST000115,Active,9,15512.353333333333,64412.136666666665,569,0,9,0.1111111111111111
CUST000116,Active,7,8354.53,63948.19857142858,520,1,7,0.0
CUST000117,Regular,3,6281.233333333334,67044.69,849,1,3,0.0
CUST000118,Dormant,2,5785.375,30835.68,313,0,2,0.0
CUST000119,Active,6,11168.863333333333,112819.72166666668,431,0,6,0.0
CUST000120,Regular,5,3352.318,61771.89,407,0,5,0.0
CUST000121,Premium,9,26040.32222222222,133918.68555555554,819,0,8,0.1111111111111111
CUST000122,Active,8,39699.38375,19054.97875,805,1,6,0.125
CUST000123,Regular,5,18153.003999999997,36721.234,736,0,5,0.0
CUST000124,Regular,3,430.30333333333334,69420.06999999999,713,1,3,0.0
CUST000125,Regular,7,2364.424285714286,49610.51,571,0,6,0.14285714285714285
CUST000126,Active,8,177231.0625,38738.448749999996,742,0,7,0.125
CUST000127,Premium,9,15772.947777777777,320416.2255555556,625,0,9,0.0
CUST000128,Active,4,48249.1575,174823.365,856,1,4,0.0
CUST000129,Active,7,7051.058571428572,190766.92714285714,527,0,7,0.0
CUST000130,Dormant,4,1719.6750000000002,32271.83,377,0,4,0.5
CUST000131,Dormant,3,3148.5033333333336,49204.27,566,0,3,0.0
CUST000132,Premium,9,136075.2288888889,103693.60333333333,681,0,9,0.0
CUST000133,Regular,6,10492.998333333333,49399.01666666666,585,0,6,0.3333333333333333
CUST000134,Active,9,13563.422222222223,31631.934444444443,655,0,9,0.0
CUST000135,Regular,6,3307.568333333333,61272.495,622,0,5,0.0
CUST000136,Regular,5,2698.966,52335.806,610,1,5,0.0
CUST000137,Active,8,26529.563749999998,55870.61625,613,0,8,0.25
CUST000138,Active,12,2479.6124999999997,84913.03083333334,403,0,12,0.08333333333333333
CUST000139,Active,6,36251.340000000004,70185.52666666667,618,0,6,0.3333333333333333
CUST000140,Premium,9,64540.27222222223,105977.84555555557,785,0,9,0.0
CUST000141,Regular,5,1127.116,120283.96,554,1,5,0.0
CUST000142,Active,7,9641.312857142857,119524.73571428572,677,0,7,0.14285714285714285
CUST000143,Active,3,20225.803333333333,243241.46,397,0,3,0.0
CUST000144,Regular,4,2077.2925,95539.9575,657,0,4,0.0
CUST000145,Regular,2,8047.705,17366.28,363,0,2,0.5
CUST000146,Active,6,60683.77166666667,74418.61166666666,347,0,6,0.0
CUST000147,Regular,5,5198.492,81526.028,632,0,5,0.0
CUST000148,Active,5,36338.132,51361.492,359,1,5,0.0
CUST000149,Active,7,69845.81571428572,52497.66428571429,506,1,7,0.14285714285714285
CUST000150,Active,5,9040.176000000001,148148.814,570,1,5,0.0
CUST000151,Active,8,9638.4925,88570.775,661,0,8,0.0
CUST000152,Regular,4,5719.095,61344.392499999994,783,0,4,0.0
CUST000153,Active,9,6432.673333333333,69716.18444444444,717,0,9,0.2222222222222222
CUST000154,Premium,10,36527.884999999995,86619.86600000001,820,0,7,0.1
CUST000155,Regular,7,15220.380000000001,48506.41857142857,634,1,7,0.0
CUST000156,Regular,5,4225.678,299182.074,794,0,5,0.0
CUST000157,Regular,8,3739.04625,52483.15125,727,1,8,0.0
CUST000158,Active,6,23131.698333333334,96447.59666666668,310,0,6,0.16666666666666666
CUST000159,Regular,3,4391.259999999999,92591.94666666667,515,0,3,0.0
CUST000160,Active,12,2482.536666666667,101094.14916666667,798,0,12,0.08333333333333333
CUST000161,Regular,6,9844.92,48852.41333333333,647,0,6,0.0
CUST000162,Active,6,120454.10999999999,73625.90166666667,487,1,6,0.0
CUST000163,Premium,9,372776.55333333334,60095.82444444445,786,0,8,0.1111111111111111
CUST000164,Premium,9,14920.224444444444,107175.87333333334,355,0,9,0.0
CUST000165,Dormant,5,4475.444,35734.368,422,0,4,0.2
CUST000166,Active,8,4345.2,120398.74250000001,853,0,8,0.0
CUST000167,Active,10,56260.752,47336.342000000004,896,1,10,0.0
CUST000168,Active,7,3139.2314285714283,218082.17428571428,792,0,7,0.0
CUST000169,Regular,7,4472.6957142857145,44914.469999999994,527,0,7,0.0
CUST000170,Active,9,18294.11111111111,50784.05,644,1,9,0.1111111111111111
CUST000171,Active,10,5022.481000000001,65618.637,494,0,10,0.0
CUST000172,Active,5,7190.886,238835.702,491,1,5,0.0
CUST000173,Active,11,3661.304545454546,377755.07000000007,474,1,9,0.0
CUST000174,Active,7,105113.39714285715,50188.635714285716,468,1,6,0.0
CUST000175,Active,11,7813.237272727273,61000.91636363636,715,0,9,0.0
CUST000176,Active,5,19164.592,127764.094,596,1,5,0.0
CUST000177,Regular,4,3875.5825,116557.2425,669,0,4,0.0
CUST000178,Regular,4,108212.43,20552.4375,679,1,4,0.0
CUST000179,Active,11,18991.434545454547,37850.35090909091,587,0,11,0.09090909090909091
CUST000180,Regular,3,90714.22333333333,33998.85999999999,725,0,3,0.3333333333333333
CUST000181,Dormant,2,822.49,44528.81,794,0,2,0.0
CUST000182,Active,11,7364.494545454546,38792.44454545455,526,0,10,0.0
CUST000183,Premium,11,33659.46636363636,90187.59636363637,410,1,10,0.18181818181818182
CUST000184,Regular,4,34911.880000000005,15288.305,567,0,4,0.0
CUST000185,Active,8,15887.645,69263.44875,433,0,7,0.0
CUST000186,Active,9,63755.18444444445,44580.018888888895,826,1,9,0.0
CUST000187,Regular,6,1336.115,83774.165,696,1,6,0.16666666666666666
CUST000188,Active,4,9463.2375,95872.91249999999,613,1,4,0.0
CUST000189,Regular,5,6425.946000000001,43573.564,445,0,5,0.0
CUST000190,Regular,6,1179.02,77989.41666666667,871,0,6,0.3333333333333333
CUST000191,Active,7,16739.325714285715,180839.13000000003,703,1,7,0.0
CUST000192,Active,7,33131.567142857144,37829.14,376,0,7,0.0
CUST000193,Dormant,5,5307.212,35261.462,414,1,5,0.0
CUST000194,Regular,3,2983.5,157602.91,756,0,3,0.0
CUST000195,Active,8,3888.00375,103793.7475,315,1,8,0.125
CUST000196,Dormant,2,378.32,16611.89,696,1,1,0.0
CUST000197,Regular,6,13465.081666666667,30303.23,711,0,6,0.3333333333333333
CUST000198,Premium,9,36175.334444444445,75646.04333333333,818,1,8,0.0
CUST000199,Regular,9,3217.3799999999997,33587.52111111111,378,0,8,0.4444444444444444
CUST000200,Premium,10,154246.898,90463.21800000001,721,1,10,0.0
CUST000201,Active,10,11124.378,34621.415,780,0,8,0.0
CUST000202,Regular,6,17213.886666666665,21360.274999999998,445,0,4,0.0
CUST000203,Active,9,77281.44444444444,50144.566666666666,304,1,9,0.0
CUST000204,Premium,13,23014.726923076923,131737.10923076922,360,0,11,0.23076923076923078
CUST000205,Active,3,37232.40666666667,79056.18,764,1,3,0.0
CUST000206,Active,9,17922.671111111107,25854.35222222222,794,0,8,0.0
CUST000207,Premium,12,31854.34,95508.71583333334,385,0,10,0.08333333333333333
CUST000208,Active,8,8019.402499999999,66118.62,817,0,7,0.0
CUST000209,Regular,7,20781.052857142855,23518.947142857145,617,1,7,0.0
CUST000210,Regular,7,4027.335714285714,38152.79857142857,674,1,7,0.0
CUST000211,Active,9,51868.12777777778,38837.013333333336,557,0,8,0.0
CUST000212,Regular,4,1723.4875,74614.995,707,0,4,0.0
CUST000213,Active,7,183770.5614285714,49495.90857142857,701,0,6,0.14285714285714285
CUST000214,Regular,5,51956.452,12822.612,621,0,5,0.2
CUST000215,Dormant,5,4519.068,41487.916000000005,444,1,4,0.4
CUST000216,Regular,6,155301.85166666665,49883.698333333334,518,1,6,0.0
CUST000217,Active,10,7353.012,30094.374,375,1,10,0.1
CUST000218,Active,10,2699.275,86964.26,365,1,10,0.0
CUST000219,Active,12,7721.48,69488.3975,619,1,10,0.25
CUST000220,Premium,10,78196.69099999999,79238.655,663,0,9,0.0
CUST000221,Regular,7,2175.7657142857142,76681.16285714286,539,0,7,0.2857142857142857
CUST000222,Active,8,15980.833750000002,52351.93125,603,1,8,0.0
CUST000223,Regular,5,6242.9400000000005,55688.35,654,0,5,0.2
CUST000224,Regular,8,3331.6025,60835.99375,503,1,8,0.375
CUST000225,Active,7,7462.068571428571,86592.32285714286,622,1,7,0.14285714285714285
CUST000226,Active,5,105672.68999999999,164611.282,818,0,5,0.0
CUST000227,Regular,4,79371.38750000001,24006.6825,458,0,3,0.0
CUST000228,Premium,7,43943.16714285714,134494.46,807,1,7,0.0
CUST000229,Active,6,9503.4,140707.86833333332,570,1,6,0.0
CUST000230,Regular,5,50342.39,39072.036,391,0,5,0.4
CUST000231,Active,7,6179.328571428571,82897.10428571429,574,0,6,0.0
CUST000232,Active,10,3173.734,94022.124,378,0,8,0.0
CUST000233,Regular,6,13685.168333333333,30760.87,754,0,6,0.0
CUST000234,Active,12,17229.147500000003,73033.1825,343,1,10,0.16666666666666666
CUST000235,Active,7,1783.857142857143,108288.80714285714,485,1,7,0.2857142857142857
CUST000236,Premium,17,27750.924705882353,57273.61882352941,772,0,14,0.11764705882352941
CUST000237,Active,11,127883.54,48871.972727272725,879,1,9,0.09090909090909091
CUST000238,Regular,5,3721.874,57065.346,608,0,5,0.0
CUST000239,Regular,4,768.3175000000001,233612.65999999997,402,1,4,0.0
CUST000240,Active,8,5749.20875,99359.65625,351,1,8,0.125
CUST000241,Regular,4,1908.3274999999999,76145.54000000001,773,0,4,0.0
CUST000242,Active,8,9430.47625,69359.22625,398,0,8,0.125
CUST000243,Premium,9,23260.086666666666,88792.24444444444,417,0,9,0.0
CUST000244,Active,10,11423.038,80106.476,496,0,9,0.0
CUST000245,Regular,5,5826.7300000000005,98692.392,836,1,5,0.0
CUST000246,Active,5,11527.528,128258.96,637,1,5,0.0
CUST000247,Regular,8,18514.18875,42183.82625,323,1,8,0.0
CUST000248,Active,8,4533.6175,287333.8625,817,0,8,0.0
CUST000249,Regular,7,22568.68857142857,38581.08571428571,495,1,7,0.0
CUST000250,Premium,9,43980.54666666666,102412.47333333333,405,0,7,0.0
CUST000251,Regular,4,580.655,162908.01750000002,504,0,4,0.0
CUST000252,Regular,5,29431.845999999998,16357.820000000002,421,0,4,0.2
CUST000253,Premium,9,41540.97888888889,96847.07444444444,529,0,8,0.1111111111111111
CUST000254,Active,4,63455.8925,77310.4425,439,0,4,0.0
CUST000255,Active,10,6048.106000000001,56589.617000000006,893,0,8,0.1
CUST000256,Active,7,1802.3685714285714,172432.51,481,0,6,0.0
CUST000257,Regular,2,4678.665,218622.715,379,0,2,0.0
CUST000258,Active,10,9111.346000000001,79316.836,858,0,10,0.3
CUST000259,Regular,7,5453.242857142856,74293.28428571428,708,0,7,0.14285714285714285
CUST000260,Active,6,77976.545,155894.22,597,0,4,0.0
CUST000261,Active,7,22242.65142857143,62436.74857142857,585,0,7,0.14285714285714285
CUST000262,Regular,3,19836.97333333333,77074.12666666666,774,0,3,0.0
CUST000263,Premium,10,58739.333,125304.374,601,0,9,0.0
CUST000264,Premium,14,107685.91928571429,77681.68857142856,648,0,12,0.0
CUST000265,Active,3,67748.70666666668,154305.01666666666,671,0,3,0.3333333333333333
CUST000266,Premium,10,27480.385000000002,83675.845,539,0,10,0.0
CUST000267,Regular,8,4328.97625,48908.50375,488,0,8,0.0
CUST000268,Regular,4,2572.425,56737.29,342,1,3,0.25
CUST000269,Active,8,15448.0075,95005.2375,511,0,8,0.0
CUST000270,Active,15,5967.6613333333335,42880.608,512,0,14,0.0
CUST000271,Dormant,6,3241.138333333333,36454.045000000006,683,1,6,0.0
CUST000272,Regular,5,51084.256,11350.045999999998,835,1,5,0.2
CUST000273,Active,5,14954.422,283326.21400000004,840,0,5,0.2
CUST000274,Active,8,3644.23,707585.9824999999,418,1,7,0.0
CUST000275,Regular,5,42595.76400000001,41515.74,449,1,5,0.0
CUST000276,Active,7,12947.107142857143,121189.18428571429,593,0,7,0.0
CUST000277,Regular,2,733.03,103836.89,899,0,2,0.0
CUST000278,Active,7,67897.31285714285,81828.59857142856,726,0,7,0.0
CUST000279,Premium,9,52751.08888888889,56061.30222222222,312,1,9,0.0
CUST000280,Active,9,40149.30666666667,35815.88555555555,822,0,9,0.1111111111111111
CUST000281,Dormant,4,4966.1900000000005,41120.1925,484,1,4,0.0
CUST000282,Regular,8,8207.45375,50907.60875,884,0,7,0.0
CUST000283,Regular,5,2463.712,60852.034,586,1,5,0.0
CUST000284,Active,11,4912.998181818181,55744.32727272727,335,0,10,0.09090909090909091
CUST000285,Regular,9,3696.9277777777775,47194.44888888889,801,1,9,0.1111111111111111
CUST000286,Active,7,5967.708571428571,105127.3857142857,711,1,6,0.0
CUST000287,Regular,5,52393.492,21218.451999999997,473,0,5,0.0
CUST000288,Active,7,32814.23285714286,87284.7242857143,770,1,7,0.0
CUST000289,Dormant,1,5000.0,21023.57,597,1,1,0.0
CUST000290,Regular,6,43364.16333333334,37298.62,493,1,5,0.3333333333333333
CUST000291,Regular,4,40094.287500000006,43169.235,862,1,4,0.25
CUST000292,Regular,6,59143.70166666667,43863.651666666665,687,0,5,0.0
CUST000293,Premium,9,23576.809999999998,112039.54222222223,698,1,9,0.0
CUST000294,Active,12,8256.795,71566.63166666667,751,0,12,0.08333333333333333
CUST000295,Premium,15,20729.360666666664,93886.31933333333,337,0,12,0.13333333333333333
CUST000296,Active,8,3352.77625,141686.50625,798,0,6,0.125
CUST000297,Regular,9,3519.1155555555556,50048.32888888889,351,1,8,0.0
CUST000298,Regular,4,37327.9575,30586.457499999997,625,0,4,0.0
CUST000299,Active,6,83057.75333333334,96725.19333333331,838,1,5,0.0
CUST000300,Active,10,14397.003,55509.36,677,0,10,0.1
CUST000301,Active,9,8979.206666666667,58640.617777777785,583,0,8,0.1111111111111111
CUST000302,Active,8,5919.0337500000005,108870.9675,714,0,8,0.0
CUST000303,Active,8,26181.93,35571.07625,691,0,8,0.125
CUST000304,Regular,7,2854.7571428571428,63547.41857142857,725,1,7,0.0
CUST000305,Active,8,6574.973749999999,67158.50375,574,0,8,0.125
CUST000306,Regular,4,2446.715,64808.835,394,0,3,0.0
CUST000307,Active,8,8107.901250000001,64521.21125,343,1,8,0.125
CUST000308,Regular,3,1420.1533333333334,148997.81999999998,452,1,3,0.3333333333333333
CUST000309,Active,7,11786.624285714288,58893.67571428571,491,1,7,0.0
CUST000310,Active,5,8394.408,116761.174,663,0,5,0.0
CUST000311,Active,7,9480.732857142857,91626.05428571429,383,0,7,0.0
CUST000312,Active,9,18019.424444444445,51682.25777777778,331,0,9,0.0
CUST000313,Premium,12,112821.27333333333,65650.90583333334,827,0,11,0.0
CUST000314,Regular,5,10436.948,73903.45800000001,717,0,5,0.0
CUST000315,Dormant,3,3366.1733333333336,17110.73,831,0,3,0.0
CUST000316,Regular,7,5718.527142857143,18763.118571428575,839,0,5,0.14285714285714285
CUST000317,Dormant,3,3322.1966666666667,28323.08,609,1,3,0.0
CUST000318,Active,3,656498.3866666666,251817.90666666665,600,1,3,0.3333333333333333
CUST000319,Active,8,10323.858750000001,82666.41375,805,0,7,0.125
CUST000320,Regular,5,12239.083999999999,26506.658000000003,772,0,5,0.2
CUST000321,Active,11,6509.919090909091,82347.56545454545,697,1,8,0.09090909090909091
CUST000322,Regular,3,68091.45,15180.87,652,0,3,0.0
CUST000323,Dormant,6,4318.288333333333,24582.14,673,1,6,0.0
CUST000324,Active,5,276239.696,144965.498,813,0,5,0.0
CUST000325,Regular,5,3938.2760000000003,66352.318,691,0,5,0.0
CUST000326,Regular,4,4969.8975,706655.0,485,1,4,0.0
CUST000327,Regular,6,17379.60166666667,84176.29333333333,773,0,5,0.0
CUST000328,Active,4,154895.62,70983.075,652,0,4,0.0
CUST000329,Active,4,14329.130000000001,91270.47750000001,454,1,4,0.0
CUST000330,Active,8,1621.435,104456.5525,553,0,8,0.0
CUST000331,Active,12,13255.344166666668,59313.15166666667,528,0,11,0.08333333333333333
CUST000332,Dormant,6,2111.7983333333336,45081.698333333334,361,0,6,0.0
CUST000333,Dormant,5,5739.276,30584.644,852,0,5,0.0
CUST000334,Regular,5,12817.82,78487.356,857,1,5,0.0
CUST000335,Premium,13,13437.26846153846,99705.34461538462,627,1,10,0.07692307692307693
CUST000336,Regular,4,1161.635,81906.4025,658,0,4,0.0
CUST000337,Active,5,22999.666,105060.344,602,0,5,0.0
CUST000338,Active,8,34542.04875,50610.70375,494,0,8,0.0
CUST000339,Regular,7,12008.788571428571,27359.131428571425,408,0,6,0.0
CUST000340,Regular,8,2301.4474999999998,65436.66500000001,665,0,8,0.125
CUST000341,Active,11,4349.4627272727275,61204.700909090905,471,0,10,0.09090909090909091
CUST000342,Active,8,2457.29125,223466.12125,493,1,8,0.25
CUST000343,Premium,10,25732.716,82401.9,390,0,9,0.0
CUST000344,Regular,8,2491.56375,73673.89749999999,716,1,8,0.0
CUST000345,Regular,6,70936.90666666666,21586.28,354,1,5,0.16666666666666666
CUST000346,Active,9,18280.539999999997,66743.33222222222,309,1,8,0.0
CUST000347,Premium,12,15694.854166666666,95928.22166666666,420,0,12,0.0
CUST000348,Regular,7,17593.63142857143,42203.68571428571,738,1,7,0.14285714285714285
CUST000349,Regular,8,15345.386250000001,41163.59125,780,0,7,0.25
CUST000350,Active,7,24399.665714285715,59359.98285714286,391,0,7,0.0
CUST000351,Regular,7,905.8042857142857,31190.882857142857,428,0,6,0.2857142857142857
CUST000352,Active,8,20408.79875,57003.11375,657,0,7,0.125
CUST000353,Active,16,6956.719375000001,75240.643125,700,0,15,0.125
CUST000354,Premium,12,51929.845,131719.07583333334,466,0,11,0.08333333333333333
CUST000355,Regular,4,1529.5800000000002,145104.2875,773,0,4,0.25
CUST000357,Premium,10,15908.605,91262.706,479,0,10,0.0
CUST000358,Regular,6,5643.6016666666665,67327.53,845,0,6,0.0
CUST000359,Regular,5,3125.88,64226.89399999999,423,0,4,0.0
CUST000360,Regular,7,11870.56857142857,22351.052857142855,389,0,6,0.0
CUST000361,Active,7,10069.93142857143,235212.66714285713,352,1,7,0.14285714285714285
CUST000362,Dormant,6,2977.376666666667,46911.79833333333,681,0,6,0.16666666666666666
CUST000363,Regular,3,1780.1000000000001,83739.26,488,0,3,0.0
CUST000364,Regular,4,40205.29,30667.0725,881,0,4,0.25
CUST000365,Active,8,1807.6112500000002,142286.09875,524,0,7,0.125
CUST000366,Regular,6,18596.021666666667,54289.89833333334,636,1,6,0.0
CUST000367,Active,5,8595.51,110628.55999999998,787,0,5,0.2
CUST000368,Active,11,3860.9154545454544,62383.524545454544,394,0,11,0.18181818181818182
CUST000369,Premium,16,9485.618124999999,135089.359375,842,0,15,0.125
CUST000370,Regular,5,620.316,213431.57,792,0,5,0.0
CUST000371,Regular,3,56454.200000000004,22756.596666666668,719,0,3,0.0
CUST000372,Regular,5,8374.968,68477.286,436,0,5,0.0
CUST000373,Active,7,80663.77285714286,82537.43857142856,328,0,7,0.0
CUST000374,Active,10,4567.053,96715.048,437,0,10,0.0
CUST000375,Active,5,24188.998,68152.07999999999,702,1,4,0.0
CUST000376,Premium,10,8433.882,107871.845,614,1,10,0.0
CUST000377,Premium,11,14087.144545454545,96173.40727272727,461,1,10,0.0
CUST000378,Regular,4,2636.7825,53070.53,420,0,4,0.25
CUST000379,Regular,5,29847.809999999998,30941.574,620,1,5,0.2
CUST000380,Active,10,768.479,65096.549,629,1,9,0.2
CUST000381,Regular,2,705.0799999999999,342523.73,397,0,2,0.0
CUST000382,Regular,4,11643.244999999999,74637.49,687,0,4,0.0
CUST000383,Active,5,43917.5,134251.218,480,0,4,0.0
CUST000384,Active,7,13435.735714285716,161659.88571428572,486,0,7,0.0
